names	x.pos	y.pos	color	alias	FC	NAC002	AtbZIP52	PIF3	MYB3	ZAT10	ERF055	VIP1	ERF014	NAC018	NAP	ANAC032	RGA	ATHB_21	ATHB_6	SVP	ABI5	IBH1	BRC1	ERF035	GBF2	PDF2	HSFB2B	TCX2	WRKY18	ABF3	ATHB_40	ZAT6	DREB2A	AtMYB56	ERF003	NAC6_ORE1	HAT2	SPCH	DOF5_4	NAC102	ATHB_53	HEC1
AT1G36060	-759.407348632813	702.482238769531	#006600		-1.38	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0
AT1G36390	-2143.96175150643	-270.262756347656	#3399FF		1.15	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0
AT1G36940	1571.97570800781	-319.738189697266	#3399FF		1.17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0
AT1G43560	-1743.9605308033	-230.262725830078	#3399FF	Aty2	1.06	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G43700	762.136405704292	-1701.40258789063	#006600	SUE3	1.01	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G44110	-1681.27388716209	-1039.22045898438	#3399FF	CYCA1;1	1.04	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0
AT1G44830	1495.91748046875	-396.288146972656	#006600		-1.15	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0
AT1G44900	-1601.27376509178	-1119.22045898438	#3399FF	ATMCM2	1.48	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G47210	-1742.94384765625	-777.277160644531	#3399FF	CYCA3;2	1.05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48000	-1166.85754394531	664.974586959001	#006600	AtMYB112	1.37	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0
AT1G48100	918.274271442791	459.882354736328	#FF0033		11.4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1
AT1G48350	-1663.9595542408	-430.262512207031	#3399FF	EMB3105	1.11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48520	-1663.9595542408	-230.262725830078	#3399FF	GATB	1.08	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
AT1G48610	-2401.27730513084	-1079.22045898438	#3399FF		1.12	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0
AT1G49210	647.394462344917	-2031.44287109375	#3399FF		-1.27	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1
AT1G49430	-593.94388814201	-1891.65075683594	#3399FF	LACS2	-1.38	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0
AT1G49660	173.347778320313	859.894958496094	#3399FF	AtCXE5	-1.33	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1
AT1G49870	-1921.27657270897	-1039.22045898438	#3399FF		1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
AT1G49975	-2223.96175150643	-150.262771606445	#3399FF		-1.14	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0
AT1G51060	-2161.27730513084	-1279.22045898438	#3399FF	HTA10	1.12	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
AT1G52140	-348.052581787109	945.991678669353	#3399FF		-1.12	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0
AT1G52400	-766.555725097656	-1811.16003417969	#3399FF	ATBG1	1.13	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
AT1G52550	843.896585895916	749.579772949219	#3399FF		1.02	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
AT1G52880	951.209053280083	-779.182556152344	#9900FF	NAM	1.08	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1
AT1G53140	-2401.27730513084	-1119.22045898438	#3399FF	DRP5A	1.06	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0
AT1G53180	1139.61279296875	-266.167541503906	#FF0033		1.17	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1
AT1G53540	-1277.47985839844	931.607399459001	#3399FF		-1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53560	1024.19864701759	-726.166198730469	#FF0033		-1.13	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1
AT1G53700	1023.78299760353	-124.044143676758	#FF0033	PK3AT	-1.7	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1
AT1G55200	-1761.27388716209	-1119.22045898438	#3399FF		-1.49	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
AT1G55490	-1663.9595542408	-150.262771606445	#3399FF	CPN60B	1.07	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G55530	-1053.81494140625	491.337668900374	#FF0033		1.21	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0
AT1G55910	683.896646931072	749.579772949219	#3399FF	ZIP11	1.95	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
AT1G56220	653.555167911324	-1354.96362304688	#FF0033		-1.59	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1
AT1G56600	-1213.81494140625	451.337790970687	#FF0033	AtGolS2	1.2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1
AT1G58270	-435.364908649822	-1486.279296875	#FF0033	ZW9	1.06	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1
AT1G58340	-696.588012695313	455.970092773438	#FF0033	BCD1	13.26	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1	0
AT1G59540	-2081.27730513084	-1159.22045898438	#3399FF	ZCF125	1.09	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
AT1G59700	763.896646931072	789.579650878906	#3399FF	ATGSTU16	-1.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1
AT1G59970	-353.94388814201	-2051.65258789062	#3399FF		1.32	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0
AT1G60190	-1053.81494140625	451.337790970687	#FF0033	AtPUB19	8.92	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1
AT1G61450	-2241.27730513084	-1359.22045898438	#3399FF		1.04	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT1G61667	93.3473510742187	939.894287109375	#3399FF		-1.47	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1
AT1G61890	-1037.47985839844	891.60807084572	#3399FF		1.35	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0
AT1G62770	1891.97790527344	-359.738128662109	#3399FF		-1.5	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
AT1G63100	-1496.93908691406	-818.814514160156	#006600		1.05	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0
AT1G63680	-1211.21118164063	-355.700492618355	#FF0033	APG13	1.03	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1
AT1G64500	843.896585895916	829.579284667969	#3399FF		-1.27	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1
AT1G64510	-1583.96016459237	-70.2627258300781	#3399FF		1.09	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G64640	1219.61279296875	-306.167633056641	#FF0033	AtENODL8	1.22	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0
AT1G64660	1503.36389160156	-1056.68481445313	#3399FF	ATMGL	1.1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	1
AT1G64780	923.896097614666	789.579650878906	#3399FF	AMT1;2	-2.91	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1
AT1G64900	603.89652486076	749.579772949219	#3399FF	CYP89	-1.15	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1
AT1G65490	1079.10543495511	796.797790527344	#3399FF		-1.21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
AT1G66080	-917.067504882813	855.141784667969	#3399FF		1.27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
AT1G66540	1159.10506874417	716.795715332031	#3399FF		-1.49	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0
AT1G67180	-1662.94311523438	-737.277160644531	#3399FF		1.12	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G67630	-2161.27730513084	-1039.22045898438	#3399FF	EMB2814	1.52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G68590	-1903.95869974862	-430.262512207031	#3399FF	PSRP3/1	-1.08	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
AT1G68620	-597.067687988281	895.140991210937	#3399FF		2.35	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1
AT1G68780	-1373.66568320895	79.7751660952465	#FF0033		-1.34	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0
AT1G68840	924.93364691523	-1699.57958984375	#006600	AtRAV2	-2.03	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1
AT1G69200	-2303.96175150643	-270.262756347656	#3399FF	FLN2	-1.03	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G69260	-1293.81530761719	571.337913040999	#FF0033	AFP1	5.86	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1
AT1G69480	-1293.81530761719	411.337668900374	#FF0033		4.06	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1
AT1G69490	364.37353515625	-1256.22814941406	#9900FF	NAP	1.03	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1
AT1G69610	-766.555725097656	-1851.16027832031	#3399FF		1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AT1G69850	62.8554077148438	671.821472167969	#FF0033	AIT1	1.31	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1
AT1G70000	1072.36437988281	358.558688580046	#9900FF		3.04	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1
AT1G70070	-1726.57482910156	107.397521972656	#3399FF	EMB25	-1.07	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0
AT1G70200	-1291.21118164063	-395.700370548042	#FF0033		-1.05	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1
AT1G70940	1753.41581010353	-750.903442382813	#3399FF	ATPIN3	-1.36	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1
AT1G70985	1079.10543495511	756.796203613281	#3399FF		1.54	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
AT1G71030	727.394462344917	-1871.44299316406	#3399FF	ATMYBL2	-1.74	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1
AT1G71720	-1646.57482910156	147.397674560547	#3399FF	PDE338	-1.14	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1
AT1G71960	-276.906158447266	692.766703083416	#FF0033	ABCG25	1.48	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
AT1G71970	1184.19864701759	-766.166198730469	#FF0033		-1.33	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1
AT1G72060	807.394462344917	-1991.44299316406	#3399FF		-1.52	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
AT1G72250	-2321.27730513084	-1239.22045898438	#3399FF		1.01	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1
AT1G72670	-2241.27730513084	-1119.22045898438	#3399FF	iqd8	1.07	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
AT1G72800	-1357.47985839844	851.608192916032	#3399FF		1.39	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0
AT1G73480	524.694946289063	-1338.52380371094	#FF0033		1.34	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1
AT1G73500	653.555167911324	-1394.96362304688	#FF0033	ATMKK9	-1.4	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1
AT1G73590	-2001.27730513084	-1159.22045898438	#3399FF	ATPIN1	-1.09	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0
AT1G73830	1495.91748046875	-356.288146972656	#006600	BEE3	-1.3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1
AT1G74000	-846.555725097656	-1851.16027832031	#3399FF	SS3	-1.15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0
AT1G74210	-33.9436096691092	-1771.650390625	#3399FF	AtGDPD5	1.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
AT1G75150	-2161.27730513084	-1079.22045898438	#3399FF		1.18	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0
AT1G75350	-1983.96199564705	-190.262817382813	#3399FF	emb2184	1.08	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75440	142.855560302734	591.821411132813	#FF0033	UBC16	1.07	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1
AT1G75490	367.980499267578	-1698.39477539063	#006600		-1.38	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1
AT1G75590	1651.9765625	-399.738128662109	#3399FF	SAUR52	1.01	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1
AT1G75780	1573.00720214844	-3.06107377540718	#3399FF	TUB1	-1.35	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
AT1G75810	758.576151325603	545.797058105469	#FF0033		-1.31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1
AT1G76240	1653.00805664062	-3.06107377540718	#3399FF		1.16	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
AT1G76310	-1841.27559614647	-1359.22045898438	#3399FF	CYCB2;4	1.06	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G76410	683.753043887886	-1705.81567382813	#006600	ATL8	-1.1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1
AT1G76450	-2223.96175150643	-390.262451171875	#3399FF		-1.02	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0
AT1G76490	1673.41556596291	-670.903442382813	#3399FF	AtHMGR1	1.05	1	1	0	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1
AT1G76790	-433.943949177166	-1931.65173339844	#3399FF	IGMT5	-1.13	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0
AT1G77450	-893.498168945312	324.414001464844	#9900FF	ANAC032	5.32	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1
AT1G78050	-513.944010212322	-1811.65051269531	#3399FF	PGM	-1.57	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
AT1G78430	-2241.27730513084	-999.22021484375	#3399FF	RIP4	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0
AT1G78570	-113.943430378338	-1891.65075683594	#3399FF	ATRHM1	-1.15	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0
AT1G78770	-2081.27730513084	-999.22021484375	#3399FF	APC6	1.62	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
AT1G79270	1086.54809570313	434.292544781218	#FF0033	ECT8	1.27	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1
AT1G79520	1086.54809570313	474.29251426364	#FF0033		1.45	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1
AT1G79700	733.555167911324	-1474.96362304688	#FF0033	WRI4	-1.45	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1
AT1G80110	-1213.81494140625	411.337668900374	#FF0033	ATPP2-B11	5.41	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0
AT1G80180	1593.41373490822	-870.903442382813	#3399FF		-2.18	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0
AT1G80370	-1314.12369771232	-1182.67236328125	#FF0033	CYCA2;4	1.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0
AT2G01570	859.841857910156	-978.147338867188	#9900FF	RGA	1.2	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1
AT2G01830	-766.555725097656	-1771.15991210938	#3399FF	AHK4	-1.71	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1
AT2G01910	-353.94388814201	-1891.65075683594	#3399FF	ATMAP65-6	-1.26	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1
AT2G02500	-2223.96175150643	-30.2627258300781	#3399FF	ATMEPCT	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02710	973.554984805855	-1514.96362304688	#FF0033	PLP	-1.38	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1
AT2G03420	-2303.96175150643	-150.262771606445	#3399FF		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G04032	-513.944010212322	-1931.65173339844	#3399FF	ZIP7	-1.29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0
AT2G04550	967.394340274605	-1951.44299316406	#3399FF	DSPTP1E	1.46	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1
AT2G04795	-108.05281829834	905.991678669353	#3399FF		-1.07	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1
AT2G06850	1573.00720214844	76.9389643715655	#3399FF	EXGT-A1	-1.37	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1
AT2G07170	-2001.27730513084	-1239.22045898438	#3399FF		1.04	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
AT2G10940	1583.36437988281	-1096.68481445313	#3399FF		-1.27	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1
AT2G13360	1593.41373490822	-750.903442382813	#3399FF	AGT	1.02	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1
