names	x.pos	y.pos	color	alias	annotation	cluster	FC	ATAF1	bZIP52	PIF3	MYB3	ZAT10	ERF055	VIP1	ERF014	NAC018	NAP	ANAC032	RGA	HB21	HB6	SVP	ABI5	IBH1	BRC1	ERF035	GBF2	PDF2	HSFB2B	TCX2	WRKY18	ABF3	HB40	ZAT6	DREB2A	MYB56	ERF003	NAC6/ORE1	HAT2	SPCH	DOF5_4	NAC102	HB53	HEC1	GBF3
AT1G26800	287.980529785156	-1698.39477539063	#006600		protein degradation ubiquitin E3 RING	1	-1.57	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1
AT1G27290	727.394462344917	-1951.44299316406	#3399FF		not assigned unknown	1	-1.44	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1
AT1G27670	1263.78263139259	-4.04417419433594	#FF0033		not assigned unknown	3	9.64	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1
AT1G27730	-1252.62292480469	660.280373091813	#006600	STZ	RNA regulation of transcription C2H2 zinc finger family	6	-1.46	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1
AT1G28330	284.694946289062	-1338.52380371094	#FF0033	AtDRM1	development unspecified	1	-1.31	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1
AT1G28960	1047.39360785273	-1911.44299316406	#3399FF	ATNUDT15	nucleotide metabolism salvage NUDIX hydrolases	1	1.11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1
AT1G29490	1811.97766113281	-399.738128662109	#3399FF	SAUR68	hormone metabolism auxin induced-regulated-responsive-activated	3	-1.83	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
AT1G30040	-776.587951660156	575.970153808594	#FF0033	ATGA2OX2	hormone metabolism gibberelin synthesis-degradation GA2 oxidase	6	3.31	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1
AT1G30130	-276.906158447266	612.766703083416	#FF0033		not assigned unknown	5	-1.01	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1
AT1G31690	-1726.57482910156	147.397674560547	#3399FF		misc oxidases - copper, flavone etc	7	-2.06	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31710	-593.94388814201	-1971.65209960938	#3399FF		misc oxidases - copper, flavone etc	9	-1.25	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1
AT1G31800	-2303.96175150643	-350.262573242187	#3399FF	CYP97A3	secondary metabolism isoprenoids carotenoids carotenoid epsilon ring hydroxylase	7	-1.09	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1
AT1G32470	-1743.9605308033	-270.262756347656	#3399FF		PS photorespiration glycine cleavage H protein	7	1.01	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
AT1G32520	1079.10543495511	836.797424316406	#3399FF		not assigned unknown	4	-1.36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
AT1G32550	-1291.21118164063	-355.700492618355	#FF0033	FdC2	misc  other Ferredoxins and Rieske domain	7	1.03	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1
AT1G33055	1047.39360785273	-1831.44299316406	#3399FF		not assigned unknown	1	-1.12	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0
AT1G33260	-273.943430378338	-1891.65075683594	#3399FF		signalling receptor kinases misc	9	-1.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
AT1G34000	1673.41556596291	-830.903442382813	#3399FF	OHP2	PS lightreaction photosystem I LHC-I	2	-1.19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1
AT1G35430	1183.78263139259	-124.044143676758	#FF0033		not assigned unknown	3	2.41	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1
AT1G35680	-1743.9605308033	-390.262451171875	#3399FF	RPL21C	protein synthesis ribosomal protein prokaryotic chloroplast 50S subunit L21	7	1.1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G36060	-759.407348632813	702.482238769531	#006600		RNA regulation of transcription AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family	6	-1.38	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1
AT1G36390	-2143.96175150643	-270.262756347656	#3399FF		protein folding	7	1.15	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	1
AT1G36940	1571.97570800781	-319.738189697266	#3399FF		not assigned unknown	3	1.17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1
AT1G43560	-1743.9605308033	-230.262725830078	#3399FF	Aty2	redox thioredoxin	7	1.06	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G43700	762.136405704292	-1701.40258789063	#006600	SUE3	cell organisation	1	1.01	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G44110	-1681.27388716209	-1039.22045898438	#3399FF	CYCA1;1	cell cycle	8	1.04	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1
AT1G44830	1495.91748046875	-396.288146972656	#006600		RNA regulation of transcription AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family	3	-1.15	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1
AT1G44900	-1601.27376509178	-1119.22045898438	#3399FF	ATMCM2	DNA synthesis/chromatin structure	8	1.48	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G47210	-1742.94384765625	-777.277160644531	#3399FF	CYCA3;2	cell cycle	8	1.05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48000	-1166.85754394531	664.974586959001	#006600	AtMYB112	RNA regulation of transcription MYB domain transcription factor family	6	1.37	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1
AT1G48100	918.274271442791	459.882354736328	#FF0033		cell wall degradation pectate lyases and polygalacturonases	4	11.4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1
AT1G48350	-1663.9595542408	-430.262512207031	#3399FF	EMB3105	protein synthesis ribosomal protein prokaryotic chloroplast 50S subunit L18	7	1.11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48520	-1663.9595542408	-230.262725830078	#3399FF	GATB	tetrapyrrole synthesis glu-tRNA synthetase	7	1.08	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
AT1G48610	-2401.27730513084	-1079.22045898438	#3399FF		RNA regulation of transcription putative transcription regulator	8	1.12	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1
AT1G49210	647.394462344917	-2031.44287109375	#3399FF		protein degradation ubiquitin E3 RING	1	-1.27	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1
AT1G49430	-593.94388814201	-1891.65075683594	#3399FF	LACS2	lipid metabolism FA synthesis and FA elongation long chain fatty acid CoA ligase	9	-1.38	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1
AT1G49660	173.347778320313	859.894958496094	#3399FF	AtCXE5	Biodegradation of Xenobiotics	5	-1.33	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1
AT1G49870	-1921.27657270897	-1039.22045898438	#3399FF		not assigned unknown	8	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
AT1G49975	-2223.96175150643	-150.262771606445	#3399FF		not assigned unknown	7	-1.14	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1
AT1G51060	-2161.27730513084	-1279.22045898438	#3399FF	HTA10	DNA synthesis/chromatin structure histone core H2A	8	1.12	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1
AT1G52140	-348.052581787109	945.991678669353	#3399FF		not assigned unknown	5	-1.12	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1
AT1G52400	-766.555725097656	-1811.16003417969	#3399FF	ATBG1	misc gluco-, galacto- and mannosidases	9	1.13	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1
AT1G52550	843.896585895916	749.579772949219	#3399FF		not assigned unknown	4	1.02	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1
AT1G52880	951.209053280083	-779.182556152344	#9900FF	NAM	development unspecified	2	1.08	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0
AT1G53140	-2401.27730513084	-1119.22045898438	#3399FF	DRP5A	misc dynamin	8	1.06	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1
AT1G53180	1139.61279296875	-266.167541503906	#FF0033		not assigned unknown	3	1.17	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1
AT1G53540	-1277.47985839844	931.607399459001	#3399FF		stress abiotic heat	6	-1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53560	1024.19864701759	-726.166198730469	#FF0033		not assigned unknown	2	-1.13	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1
AT1G53700	1023.78299760353	-124.044143676758	#FF0033	PK3AT	hormone metabolism auxin induced-regulated-responsive-activated	3	-1.7	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1
AT1G55200	-1761.27388716209	-1119.22045898438	#3399FF		signalling receptor kinases proline extensin like	8	-1.49	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1
AT1G55490	-1663.9595542408	-150.262771606445	#3399FF	CPN60B	PS calvin cycle rubisco interacting	7	1.07	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
AT1G55530	-1053.81494140625	491.337668900374	#FF0033		protein degradation ubiquitin E3 RING	6	1.21	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1
AT1G55910	683.896646931072	749.579772949219	#3399FF	ZIP11	transport metal	4	1.95	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
AT1G56220	653.555167911324	-1354.96362304688	#FF0033		development unspecified	1|2	-1.59	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1
AT1G56600	-1213.81494140625	451.337790970687	#FF0033	AtGolS2	minor CHO metabolism raffinose family galactinol synthases known	6	1.2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1
AT1G58270	-435.364908649822	-1486.279296875	#FF0033	ZW9	not assigned no ontology	9	1.06	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1
AT1G58340	-696.588012695313	455.970092773438	#FF0033	BCD1	transport misc	6	13.26	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1	0	1
AT1G59540	-2081.27730513084	-1159.22045898438	#3399FF	ZCF125	cell organisation	8	1.09	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
AT1G59700	763.896646931072	789.579650878906	#3399FF	ATGSTU16	misc glutathione S transferases	4	-1.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0
AT1G59970	-353.94388814201	-2051.65258789062	#3399FF		protein degradation metalloprotease	9	1.32	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1
AT1G60190	-1053.81494140625	451.337790970687	#FF0033	AtPUB19	protein degradation ubiquitin E3 RING	6	8.92	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1
AT1G61450	-2241.27730513084	-1359.22045898438	#3399FF		not assigned unknown	8	1.04	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
AT1G61667	93.3473510742187	939.894287109375	#3399FF		not assigned unknown	5	-1.47	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1
AT1G61890	-1037.47985839844	891.60807084572	#3399FF		transport misc	6	1.35	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1
AT1G62770	1891.97790527344	-359.738128662109	#3399FF		misc invertase/pectin methylesterase inhibitor family protein	3	-1.5	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1
AT1G63100	-1496.93908691406	-818.814514160156	#006600		RNA regulation of transcription GRAS transcription factor family	8	1.05	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0
AT1G63680	-1211.21118164063	-355.700492618355	#FF0033	APG13	development unspecified	7	1.03	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1
AT1G64500	843.896585895916	829.579284667969	#3399FF		redox glutaredoxins	4	-1.27	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1
AT1G64510	-1583.96016459237	-70.2627258300781	#3399FF		protein synthesis ribosomal protein prokaryotic chloroplast 30S subunit S6	7	1.09	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G64640	1219.61279296875	-306.167633056641	#FF0033	AtENODL8	misc plastocyanin-like	3	1.22	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1
AT1G64660	1503.36389160156	-1056.68481445313	#3399FF	ATMGL	amino acid metabolism degradation aspartate family methionine methionine gamma-lyase	2	1.1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1
AT1G64780	923.896097614666	789.579650878906	#3399FF	AMT1;2	transport ammonium	4	-2.91	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1
AT1G64900	603.89652486076	749.579772949219	#3399FF	CYP89	misc cytochrome P450	4	-1.15	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	1
AT1G65490	1079.10543495511	796.797790527344	#3399FF		not assigned unknown	4	-1.21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
AT1G66080	-917.067504882813	855.141784667969	#3399FF		not assigned unknown	6	1.27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
AT1G66540	1159.10506874417	716.795715332031	#3399FF		misc cytochrome P450	4	-1.49	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
AT1G67180	-1662.94311523438	-737.277160644531	#3399FF		protein degradation ubiquitin E3 RING	8	1.12	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G67630	-2161.27730513084	-1039.22045898438	#3399FF	EMB2814	DNA synthesis/chromatin structure	8	1.52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G68590	-1903.95869974862	-430.262512207031	#3399FF	PSRP3/1	protein synthesis ribosomal protein prokaryotic chloroplast 30S subunit PSRP3	7	-1.08	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
AT1G68620	-597.067687988281	895.140991210937	#3399FF		lipid metabolism lipid degradation lysophospholipases carboxylesterase	6	2.35	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1
AT1G68780	-1373.66568320895	79.7751660952465	#FF0033		not assigned no ontology	7	-1.34	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1
AT1G68840	924.93364691523	-1699.57958984375	#006600	AtRAV2	RNA regulation of transcription AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family	1	-2.03	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1
AT1G69200	-2303.96175150643	-270.262756347656	#3399FF	FLN2	major CHO metabolism degradation sucrose fructokinase	7	-1.03	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G69260	-1293.81530761719	571.337913040999	#FF0033	AFP1	not assigned unknown	6	5.86	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1
AT1G69480	-1293.81530761719	411.337668900374	#FF0033		transport phosphate	6	4.06	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1
AT1G69490	364.37353515625	-1256.22814941406	#9900FF	NAP	development unspecified	1	1.03	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	1
AT1G69610	-766.555725097656	-1851.16027832031	#3399FF		not assigned unknown	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
AT1G69850	62.8554077148438	671.821472167969	#FF0033	AIT1	transport nitrate	5	1.31	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1
AT1G70000	1072.36437988281	358.558688580046	#9900FF		RNA regulation of transcription MYB-related transcription factor family	4	3.04	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1
AT1G70070	-1726.57482910156	107.397521972656	#3399FF	EMB25	DNA synthesis/chromatin structure	7	-1.07	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0
AT1G70200	-1291.21118164063	-395.700370548042	#FF0033		RNA RNA binding	7	-1.05	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1
AT1G70940	1753.41581010353	-750.903442382813	#3399FF	ATPIN3	hormone metabolism auxin signal transduction	2|3	-1.36	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1
AT1G70985	1079.10543495511	756.796203613281	#3399FF		not assigned no ontology hydroxyproline rich proteins	4	1.54	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
AT1G71030	727.394462344917	-1871.44299316406	#3399FF	ATMYBL2	RNA regulation of transcription MYB-related transcription factor family	1|2	-1.74	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1
AT1G71720	-1646.57482910156	147.397674560547	#3399FF	PDE338	protein synthesis ribosomal protein prokaryotic unknown organellar 30S subunit S1	7	-1.14	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0
AT1G71960	-276.906158447266	692.766703083416	#FF0033	ABCG25	transport ABC transporters and multidrug resistance systems	5	1.48	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1
AT1G71970	1184.19864701759	-766.166198730469	#FF0033		not assigned unknown	2	-1.33	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1
AT1G72060	807.394462344917	-1991.44299316406	#3399FF		not assigned unknown	1	-1.52	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1
AT1G72250	-2321.27730513084	-1239.22045898438	#3399FF		cell organisation	8	1.01	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1
AT1G72670	-2241.27730513084	-1119.22045898438	#3399FF	iqd8	signalling calcium	8	1.07	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
AT1G72800	-1357.47985839844	851.608192916032	#3399FF		not assigned no ontology	6	1.39	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0
AT1G73480	524.694946289063	-1338.52380371094	#FF0033		not assigned no ontology	1	1.34	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1
AT1G73500	653.555167911324	-1394.96362304688	#FF0033	ATMKK9	signalling MAP kinases	1	-1.4	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1
AT1G73590	-2001.27730513084	-1159.22045898438	#3399FF	ATPIN1	hormone metabolism auxin signal transduction	8	-1.09	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1
AT1G73830	1495.91748046875	-356.288146972656	#006600	BEE3	RNA regulation of transcription bHLH,Basic Helix-Loop-Helix family	3	-1.3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1
AT1G74000	-846.555725097656	-1851.16027832031	#3399FF	SS3	secondary metabolism N misc alkaloid-like	9	-1.15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1
